Title ID,游戏名称,游戏中文名称,发布日期,支持中文,nswdb ID,最新版本,DLC数量,,
010000B018892000,The Minesweeper: Crew Bomber Expedition,扫雷舰：机组轰炸机,20220601,,,0,/,,
010000C010E76000,Pocket Mini Golf,袖珍迷你高尔夫,20200320,,,131072,1,,
010000C013C42000,Ken Follett's The Pillars of the Earth,圣殿春秋,20230301,中文,,0,/,,
010000D00F81A000,Super Korotama,超级亮点,20200207,,,0,/,,
010000D016FC2000,Space Warlord Organ Trading Simulator,太空军阀器官交易模拟,20220429,中文,2681,131072,/,,
010000D017ABA000,QUByte Classics: Zero Tolerance Collection by PIKO,QUByte经典：PIKO的零容忍合集,20220707,,,65536,/,,
010000D017EB4000,カテゴリーI ～死線上のサバイバー～,分类I～死亡线上的生存者～,20220526,,,0,/,,
010000E004DAE000,PSO2 ニュージェネシス クラウド,梦幻之星OL 2,20180320,,0753,524288,/,,
010000E00E612000,Pixel Puzzle Makeout League,像素拼图游戏联盟,20201030,,,196608,/,,
010000E011176000,Rover Wars,罗孚战争,20200417,,,65536,/,,
010000E0145BA000,Stonefly,石蝇,20210601,中文,,131072,/,,
010000E015046000,Eternal Hope,永恒的希望,20210826,中文,,0,/,,
010000E015792000,The Plane Effect - サラリーマン -,平面效应：上班族,20211118,中文,,131072,/,,
010000E0161BC000,HIM & HER 3,他和她3,20211217,,,0,/,,
010000E016DDE000,Construction Site Driver,建筑工地司机,20211203,,,0,/,,
010000F00BF68000,Black and White Bushido,黑白武士道,20181025,中文,,0,/,,
010000F012936000,Agatha Christie - Hercule Poirot: The First Cases,阿加莎·克里斯蒂 - 赫尔克里·波洛：最初的案件,20211005,中文,2306,196608,/,,
010000F013E10000,Pineview Drive,松景,20210121,,,0,/,,
010001000F2E8000,大マジック時代：最後の守護者,大魔术时代：最后的守护者,20191011,中文,,0,/,,
0100010016026000,Block Puzzle,砖块拼图,20210903,,,0,/,,
010001001997C000,Pixel Family Fun,像素家庭乐趣,20221226,中文,,131072,1,,
0100011005D92000,Batman - The Telltale Series,蝙蝠侠：秘密系谱,20171114,,0065,196608,1,,
010001100E708000,Skybolt Zack,空中闪电扎克,20191024,,,0,/,,
01000110103E4000,RICO: London,RICO：伦敦,20210909,中文,,65536,/,,
0100011012A70000,WeakWood Throne,弱木王座,20200911,,,0,/,,
010001300CC4A000,Unruly Heroes,非常英雄,20190123,中文,,327680,/,,
010001300D14A000,Castle Crashers Remastered,城堡毁灭者 重置版,20190917,中文,,327680,/,,
0100013010456000,Doggie Ninja The Burning Strikers,狗狗忍者：爆热前锋,20200116,中文,,131072,/,,
01000130120EE000,Fuga: Melodies of Steel,战场的赋格曲,20210728,中文,,589824,4,,
0100013012E4E000,Legends of Talia: Arcadia,塔利亚传奇：阿卡迪亚,20210408,中文,,0,/,,
0100013013F30000,What Comes After,接下来是什么,20210401,,,131072,/,,
01000130150FA000,MUSICUS!,音乐家！,20220324,,2520,65536,/,,
0100013018030000,My Divorce Story,我的离婚物语,20220818,,,131072,/,,
010001400E474000,Subdivision Infinity DX,无限细分DX,20190808,,,65536,/,,
0100016007154000,Antiquia Lost,迷失安提奎亚,20171116,,1644,131072,5,,
010001600C962000,BOMBFEST,炸弹狂欢,20190131,,,262144,/,,
010001600D1E8000,Cube Creator X,方块造物主X,20191114,中文,,0,/,,
0100016011A1A000,Ship Sim 2020,岛船大亨模拟器,20200611,,,0,/,,
01000160127EC000,Professor Rubik's Brain Fitness,鲁比克教授的头脑训练,20201124,,1992,65536,/,,
0100016012D38000,BIT.TRIP CORE,像素跑者：核心,20201225,,,65536,/,,
010001601590E000,Marbles Rush,弹球冲刺,20210707,,,65536,/,,
0100016018864000,Pathfinder: Wrath of the Righteous - Cloud Version,寻路者传奇：正义之怒 - 云端版,20220929,中文,,65536,3,,
0100017007980000,Hotel Transylvania 3 Monsters Overboard,精灵旅社3：疯狂假期,20180710,,0242,0,/,,
010001701248C000,Super Monkey Ball Banana Mania,现尝好滋味！超级猴子球,20211005,,2304,196608,10,,
01000170143D6000,Jenny LeClue - Detectivu (名探偵ジェニー・ルクルー),小侦探珍妮克鲁,20210225,中文,,65536,/,,
0100017016FC6000,WRC10 FIA世界ラリー選手権,世界汽车拉力锦标赛10,20220421,中文,,131072,4,,
010001800DBA6000,Winter Sports Games,冬季运动会,20191024,,,0,/,,
0100018013124000,Lost Words: Beyond the Page,失落文字：超越页面,20210406,,,131072,/,,
0100018017B3A000,フィンガン,,20220324,,,0,/,,
0100019006F4E000,I Am The Hero,英雄就是我,20181130,中文,,131072,/,,
010001900BDCA000,Season Match,四季消除,20181018,,,0,/,,
01000190164A2000,ARCADE FUZZ,模糊街机,20220331,,,0,/,,
010001A00A1F6000,Knock-Knock,夜半敲门声,20181031,,,65536,/,,
010001A00C840000,ナナミと一緒に学ぼ！English 上達のコツ 理論編,与娜娜美一起学英语：理论篇,20181101,,,0,/,,
010001A015AB2000,Brain Meltdown - Into Despair,大脑崩溃  陷入绝望,20211028,中文,,196608,/,,
010001A0197CC000,Code︰Realize 〜白銀的奇蹟〜,代码：实现～白银的奇迹～,20221124,中文,2677,0,/,,
010001B005E5C000,Double Dragon 4,双截龙4,20170907,中文,0401,262144,/,,
010001B011D00000,わんニャンどうぶつ病院　ペットを助けるだいじなお仕事,猫狗动物医院 帮助宠物的重要工作,20200702,,1824,0,/,,
010001B01398C000,Spirit Arena,精神竞技场,20201224,,,0,/,,
010001B018734000,SuperDuck!,超级鸭子！,20220707,,,0,/,,
010001B019B62000,Iron Lung,铁肺,20221219,,,0,/,,
010001C011354000,Aeolis Tournament,埃奥利斯锦标赛,20200723,中文,,131072,/,,
010001C011BBA000,パンツァードラグーン：リメイク,铁甲飞龙 重制版,20200402,中文,,65536,/,,
010001C016A78000,Alexio,小鸭亚历克斯,20220204,,,0,/,,
010001D014348000,Inexistence Rebirth,虚无冒险：重生,20210611,,,65536,/,,
010001D015260000,Death end re;Quest2,死亡终局 轮回试炼2,20210819,,,0,/,,
010001E00A5F6000,AngerForce: Reloaded for Nintendo Switch,愤怒军团：重装,20190402,中文,,65536,/,,
010001E00F75A000,Alchemist's Castle,炼金术士的城堡,20191013,,,0,/,,
010001E0137DE000,BIT.TRIP FATE,像素跑者：命运,20201225,,,0,/,,
010001F0145A8000,Isolomus,阴间艺术,20210414,中文,,65536,/,,
010001F014D9A000,Dodgeball Academia,躲避球学院,20210805,中文,,196608,/,,
01000200128A4000,ゲーム ドラえもん のび太の宇宙小戦争 2021,多啦A梦 野比大雄的宇宙小战争 2021,20220304,,2477,0,/,,
01000200194AE000,マジェスティック☆マジョリカル,雄伟☆少校,20221222,,,131072,/,,
010002100CDCC000,Peaky Blinders: Mastermind,浴血黑帮：傀儡师,20200820,中文,2006,65536,/,,
0100021019A18000,荒神 2 (Aragami 2),荒神2,20221124,中文,2712,65536,/,,
010002200CECA000,Cinderella - An Interactive Fairytale,灰姑娘：互动童话,20190118,,,0,/,,
01000220144FE000,エリオット,埃利奥特,20210422,中文,,0,/,,
01000220158C4000,3D Air Hockey,3D空气曲棍球,20210714,,,0,/,,
0100023009C72000,30-in-1 Game Collection: Volume 1,30合1聚会游戏合集：第一集,20180308,,,196608,/,,
010002300C632000,Fairy Fencer F™: Advent Dark Force,妖精剑士F：黑暗力量,20190117,,,131072,/,,
010002300CB0A000,Desktop Football,桌上足球,20181114,,,65536,/,,
0100023012640000,Slots of Poker at Aces Casino,Aces赌场扑克,20200717,,,0,/,,
0100024008310000,Street Fighter 30th Anniversary Collection,街头霸王 30周年纪念合集,20180529,中文,0130,196608,/,,
010002400B770000,デジモンサヴァイブ,数码宝贝 绝境求生,20220728,,2536,327680,6,,
010002400F408000,Code: Realize ~Future Blessings~,代码：实现～祝福的未来～,20200423,,,0,/,,
0100024011858000,Doubles Hard,加倍努力,20200415,,,0,/,,
0100025017390000,Infernax (インフェルナックス),地狱之魂,20220407,中文,,131072,/,,
010002600E17A000,まいてつ -Pure station-,爱上火车-Pure Station-,20200116,中文,1640,196608,/,,
0100026011058000,Ministry of Broadcast (ミニストリー・オブ・ブロードキャスト),围城里的演出,20200507,中文,,65536,/,,
0100026016320000,River City Girls 2,热血硬派国夫君外传 热血少女2,20221215,中文,,131072,/,,
0100026019F80000,CRYSTORLD,彩块岛对决,20230102,,,196608,/,,
010002700C34C000,Numbala,数字营救,20181031,中文,,0,/,,
0100027017D4C000,Beasties,野兽大战,20220701,,,131072,/,,
010002800B818000,Velocity®2X,极速冒险2X,20180920,,,65536,/,,
010002900B75A000,Palm Reading Premium,手相：附加版,20181114,,,131072,/,,
010002A00CC42000,Clock Simulator,时钟模拟器,20190110,,,0,/,,
010002A00CD68000,Indiecalypse,独立游戏启示录,20200529,,,131072,/,,
010002B00C534000,American Fugitive,美国逃犯,20190523,中文,,589824,/,,
010002B013452000,Doodle Games Bundle,涂鸦游戏包,20210326,中文,,0,/,,
010002B018D4E000,Japanese Escape Games The Hotel of Tricks,日本逃生游戏：诡异酒店,20220721,,,0,/,,
010002C00C270000,マリオ&ソニック AT 東京2020オリンピック™ スペシャルプライス,马里奥和索尼克在2020东京奥运会,20191101,中文,1560,65536,/,,
010002C012026000,食用系少女 Food Girls,食用系少女,20201126,中文,1986,131072,/,,
010002C017A90000,Drunken Fist 2 : Zombie Hangover,醉拳2：僵尸宿醉,20220622,中文,,0,/,,
010002C01A710000,PUTRID SHOT ULTRA,腐烂射击,20230209,,,0,/,,
010002D00632E000,Yoku's Island Express,尤库小岛之旅,20180529,中文,0216,131072,/,,
010002D00EDD0000,JDM Racing,JDM赛车,20191220,中文,,65536,/,,
010002D0135F2000,スーパー ドロップジグソー　Vol.2,超级跌落拼图Vol.2,20201029,,,0,/,,
010002E00D3FE000,Arcade Archives DONKEY KONG 3,街机档案：森喜刚3,20190405,,,131072,/,,
010002E00D548000,ダブルクロス,双十字,20210204,,,0,/,,
010002E01825E000,Mysteries Under Lake Ophelia,奥菲利亚湖底的秘密,20220610,,,65536,/,,
010002F001220000,NAMCO MUSEUM,南梦宫博物馆,20170728,,0538,131072,/,,
010002F009A7A000,Road to Ballhalla,波哈拉之路,20180802,,0608,65536,/,,
010002F00CC20000,FUN! FUN! Animal Park,高高兴兴动物乐园,20190328,中文,1302,0,/,,
010002F01A97A000,Toziuha Night: Dracula's Revenge,托兹奥哈之夜：德古拉的复仇,20230512,,,0,/,,
010003000E146000,Mario & Sonic at the Olympic Games Tokyo 2020,马里奥和索尼克在2020东京奥运会,20191105,,,65536,/,,
0100030012E82000,Laid-Back Camp - Virtual - Fumoto Campsite,摇曳露营～山麓露营场篇～,20210407,中文,,131072,/,,
0100030014184000,マニフォールド ガーデン,无限宫院,20210520,中文,,65536,/,,
010003001536E000,Christmas Tina,泡沫冬景,20210729,中文,,65536,1,,
010003100F1F4000,CrunchTime,加班噩梦,20191010,中文,,131072,/,,
0100031013CB2000,Endless Memories,无尽的回忆,20221007,中文,,65536,/,,
0100031018CFE000,Touhou Gouyoku Ibun　～ Sunken Fossil World.,东方刚欲异闻 ~ 被水淹没的沉愁地狱,20221020,中文,,262144,/,,
01000320000CC000,1-2-Switch™,1-2-Switch,20170303,,0012,65536,/,,
01000320060AC000,OTTTD: Over The Top Tower Defense,最强塔防,20190506,,,65536,/,,
01000320110C2000,She Sees Red - Interactive Movie,她看见红色,20200513,中文,,65536,/,,
0100032016AF6000,Detective Di: The Silk Rose Murders,神探狄仁杰：丝绸玫瑰血案,20211203,,,131072,/,,
01000320190E8000,Pid,,20221118,,,0,1,,
010003300BA80000,GOD WARS THE COMPLETE LEGEND,日本神话大战,20180927,中文,1716,65536,/,,
01000330105BE000,Darius Cozmic Collection Console,太空战斗机 宇宙合集 家用机版,20200616,中文,,0,/,,
010003301573A000,"Creature in the Well 
◎謎の古代遺跡◎",古井之谜,20211021,中文,,0,/,,
0100034012606000,Family Mysteries: Poisonous Promises,家族之谜：有毒的承诺,20200731,,,0,/,,
010003401564E000,Car Driving Simulator,极限汽车驾驶模拟,20210630,,,0,/,,
0100034019A9A000,Flame Keeper,,20230317,,,0,/,,
0100035013A26000,Finding Paradise,寻找天堂,20221118,中文,,131072,/,,
01000360107BC000,911 Operator Deluxe Edition,911接线员 豪华版,20200501,,,0,/,,
010003700F800000,#Funtime,娱乐时间,20201112,中文,,65536,/,,
010003701002C000,Nurse Love Syndrome,白衣性恋爱症候群,20191226,,1969,131072,/,,
01000370126F8000,スピーキングシミュレーター,说话模拟器,20210204,中文,,0,/,,
0100037016B52000,トラックス トイボックスエディション,轨道：玩具盒版,20220127,中文,,0,/,,
0100038013A98000,G-MODE Archives25 Topolon,G模式档案25：TOPOLON,20210114,,,0,/,,
010003801579A000,MistWorld the after,迷雾后的世界,20210805,,,196608,/,,
0100038016D0C000,9ボールポケット,美式九号台球,20211118,,,0,/,,
0100038019968000,SUBWAY MIDNIGHT,午夜地铁,20230316,中文,,65536,/,,
0100039002CCC000,Johnny Turbo's Arcade: Super Real Darwin,Johnny Turbo 经典街机：黑暗之风2,20190228,,,0,/,,
010003900350C000,シノビリフレ -SENRAN KAGURA-,忍纾压：闪乱神乐,20171124,,1166,524288,21,,
010003900E46A000,Super Dodgeball Beats,超级躲避球,20190912,中文,,0,/,,
010003901428A000,G-MODEアーカイブス+ シティコネクション・ロケット,G模式档案+：城市火箭,20210428,,,65536,/,,
0100039014408000,Millie and Molly,米莉和莫莉,20220204,,,196608,/,,
010003901827A000,Isekai Bride Hunting,与异世界的少女结婚 ～ 新娘的狩猎 ～,20220519,中文,,0,/,,
010003A00D0B4000,SaGa SCARLET GRACE: AMBITIONS™,沙迦：绯色天恩 绯色的野望,20191203,,,0,/,,
010003A00EA90000,IN-VERT,像素翻转,20190820,,,0,/,,
010003A014D3A000,Paradox Error,悖论错误,20210609,,,0,/,,
010003B00D3A2000,Felix The Reaper,死神菲利克斯,20191017,中文,,131072,/,,
010003B00F6A6000,コーヒートーク,冲杯咖啡 互诉衷肠,20200130,中文,1643,393216,/,,
010003C0099EE000,PLANET ALPHA,阿尔法行星,20180904,中文,0986,65536,/,,
010003C00B868000,Ninjin: Clash of Carrots,忍兔：胡萝卜大战,20180904,,0951,65536,/,,
010003C01491A000,Mountain Bike Hill Climb Race: Real 2D Arcade Dirt Racing Games,山地自行车坡道赛,20210923,,,65536,/,,
010003C0161CE000,Booble Hentai,泡泡H漫,20211028,中文,,0,/,,
010003D00F262000,Voxel Galaxy（ボクセルギャラクシー）,像素银河系,20191128,,,65536,/,,
010003D018708000,Sherlock Holmes and The Hound of The Baskervilles,夏洛克·福尔摩斯和巴斯克维尔的猎犬,20221006,中文,,65536,/,,
010003E0099AC000,Happy Birthdays,生日快乐,20180719,中文,0251,65536,/,,
010003E00FB90000,SuperEpic: The Entertainment War,超级史诗：娱乐战争,20191212,,,196608,/,,
010003E0186A0000,Animal Puzzle for Toddlers and Kids - Preschool and kindergarten learning and fun game,学前系列：动物拼图,20220722,中文,,65536,/,,
010003F003A34000,"Pokémon™: Let’s Go, Pikachu!",宝可梦 Let's Go！ 皮卡丘,20181116,中文,1115,131072,/,,
010003F00BD48000,Friday the 13th: Killer Puzzle,十三号星期五：杀手谜题,20181025,中文,,0,/,,
010003F00C5C0000,Rawr-Off,怪兽对战,20191018,,,65536,/,,
010003F00CC98000,Sky Gamblers - Afterburner,搏击长空：劫后余生,20190207,中文,,65536,/,,
01000400158CC000,ConnecTank™,连接坦克,20210930,中文,,65536,/,,
0100040015D56000,発掘！古代生物パズル,挖掘！古代生物拼图,20211007,,,0,/,,
0100040016EE2000,BPM: Bullets Per Minute,BPM：枪林弹雨,20220908,中文,,65536,/,,
0100040017C72000,Simple Mini Golf,派对高尔夫,20220301,,,65536,/,,
010004100FBB0000,Chapeau,帽子,20200331,,,65536,/,,
0100041013360000,Control Ultimate Edition - Cloud Version,控制 终极版 云游戏版,20201028,中文,,196608,/,,
0100041018810000,WRC Generations – The Official Game,世界汽车拉力锦标赛 FIA WRC 官方授权游戏,20221226,中文,2748,262144,5,,
0100042016884000,Panmorphia: Enchanted,潘莫菲亚：魔法,20211111,,,0,/,,
010004300C33A000,Crimson Keep,深红堡垒,20181129,,,0,/,,
0100043011CEC000,Arcade Archives LIGHTNING FIGHTERS,街机档案：闪电战士,20200820,,,65536,/,,
010004400B22A000,Knights of Pen & Paper 2 Deluxiest Edition,骑士经理2 超豪华版,20181213,,2302,65536,/,,
010004400B28A000,Cattails,猫尾巴,20181129,,,131072,/,,
010004400BB58000,ミストラリアの魔術師,秘奥法师,20190131,中文,,0,/,,
01000440123A6000,Roah,那霸机场,20201103,,,196608,/,,
010004500DE50000,Paper Dolls Original,紙人 起源,20190919,中文,,0,/,,
0100045010A28000,Arcade Archives FORMATION Z,街机档案：变形战机Z,20200319,,,0,/,,
0100045010EB6000,Shadows,暗影,20200420,,,0,/,,
01000450182E8000,Arise: A Simple Story - Definitive Edition (데피니티브 에디션),重生之旅：一个简单的故事 决定版,20220616,中文,,0,/,,
010004501A724000,Big Adventure: Trip To Europe 3 Collector's Edition,大冒险：欧洲之旅3收藏版,20230223,,,0,/,,
0100046011AE6000,Ghost Files: Memory of a Crime,幽灵档案2：犯罪记忆,20200507,,,65536,/,,
01000460144B4000,Monster Truck XT Airport Derby,怪物卡车XT机场德比,20210226,,,0,/,,
01000460162DC000,伊蘇IX -怪人之夜-,伊苏9：怪人之夜,20220120,中文,2395,65536,/,,
0100046017F14000,Forklift Extreme,极品叉车,20220707,中文,,131072,5,,
0100047009742000,Twin Robots: Ultimate Edition,机器人双胞胎：终极版,20180223,,0715,131072,/,,
0100047013378000,ぎゃる☆がん りたーんず,少女☆射击 回归初心,20210128,中文,2052,262144,/,,
010004701504A000,Calculator,计算器,20210512,,,196608,/,,
010004801A450000,NCL: USA Bowl,NCL：美国碗,20230203,,,65536,/,,
01000490067AE000,Frederic 2: Evil Strikes Back,肖邦的复活2：邪恶再临,20180201,中文,0429,0,/,,
010004900BF6E000,Farm Tycoon,农场大亨,20220527,,,458752,/,,
010004900D772000,Modern Tales: Age of Invention,现代故事：发明年代,20190404,,,0,/,,
010004900D976000,Contraptions,新奇装置,20191010,,,0,/,,
010004901194A000,Trail Boss BMX,自行车特技,20201106,中文,,0,/,,
010004A007890000,MAX マジックマーカーと兄弟の絆,麦克斯：兄弟魔咒,20180426,,,0,/,,
010004A0143C4000,BARRICADEZ ReVisited,末日守护,20210930,中文,,524288,/,,
010004A019096000,Fightro,格斗罗,20220801,,,0,/,,
010004A019B52000,Construction Site Driver 2,建筑工地司机2,20221021,,,0,/,,
010004B0130C8000,Turrican Flashback,外形悍将闪回,20210129,,2060,131072,/,,
010004B017D10000,Cthulhu pub,克苏鲁酒吧,20220921,,,0,/,,
010004C00ACE0000,Nihilumbra ニヒラブラ,诅咒世界大冒险,20180510,中文,,0,/,,
010004C015EFC000,Retro Highway,复古高速,20211111,,,65536,/,,
010004C01A7F4000,Scrap Games,废料游戏,20230304,,,0,/,,
010004D00A9C0000,Aggelos,阿格罗斯,20190425,中文,1532,131072,/,,
010004D00D32A000,Zombieland: Double Tap - Road Trip,僵尸乐园2：公路之旅,20191015,,,65536,/,,
010004E01523C000,Loop Hero,循环勇者,20211209,中文,2961,262144,/,,
010004F018ED6000,My Universe - My Baby Dragon,我的领域：我的龙宝宝,20221124,中文,,131072,/,,
010005000B244000,籠庭のクックロビン,笼庭知更鸟,20180906,,,131072,/,,
010005001819A000,Prison Life Simulator 2022 - World FIGHT Battle ULTIMATE,监狱生活模拟器2022,20220610,,,65536,/,,
010005100AF90000,FutureGrind,未来滑行,20190122,,,65536,/,,
0100051012E5C000,G-MODEアーカイブス16 ビーチバレーガールしずく2 飛翔編,G模式档案16：沙滩排球少女雫2 飞翔篇,20200917,,,0,/,,
0100051016A76000,Hillbilly Doomsday,乡巴佬的世界末日,20220629,,,0,/,,
010005101714E000,Casual Challenge Players' Club,休闲挑战球员俱乐部,20220929,,,0,/,,
0100051018E4C000,Loop8: Summer of Gods,LOOP8降神,20230605,,,0,5,,
0100052004384000,Axiom Verge,公理边缘,20171005,,2789,262144,/,,
0100052012B02000,Wolfstride,迅狼疾步,20220510,中文,,131072,/,,
0100052018DDA000,Pixel Art Coloring Book,像素艺术着色书,20221117,中文,,65536,/,,
010005300D1D8000,Daggerhood (ダッガーフッド),匕首侠盗,20190221,中文,,0,/,,
010005300EDCC000,Quench,淬火,20190807,,,65536,/,,
010005400A45E000,Agent A: A puzzle in disguise,特工A：伪装游戏,20190829,中文,,65536,/,,
010005400E394000,Dead in Vinland - True Viking edition,文兰岛上的死亡,20190711,中文,,65536,/,,
010005400EC0C000,Lost Artifacts: Time Machine,失落神器：时间机器,20200521,,,0,/,,
01000540139F6000,Speed Limit,速限,20210218,中文,,262144,/,,
0100055007B86000,Late Shift,夜班,20180426,中文,0501,196608,/,,
010005500ADDC000,Swap This!,交换匹配！,20181102,,,196608,/,,
010005500DFC2000,Sail Forth,扬帆起航,20221221,中文,,327680,/,,
010005500E81E000,Space Cows,太空奶牛,20190905,中文,,0,/,,
0100055015A82000,Lucid Cycle,清醒梦循环,20211027,中文,,0,/,,
0100056014B7A000,オーマイGOD! ヤバカミ,救世主帮派,20211223,,,65536,/,,
0100056014DE0000,くにおくんの三国志だよ全員集合！,热血三国志：全员集合,20211216,,,655360,/,,
010005700DE3E000,Tyr : Chains of Valhalla,提尔：瓦尔哈拉之链,20190609,,,0,/,,
0100057011E50000,Zengeon,神明在上,20210806,中文,2241,0,/,,
010005800F1BA000,Planetary Defense Force,星球防卫部队,20200115,,,65536,/,,
01000580117EA000,Seeds of Resilience,复苏之种,20200611,中文,,65536,/,,
01000580191C2000,Japanese Escape Games The Mansion of Tricks,日本逃生游戏：豪宅,20220915,,,0,/,,
0100059009EFE000,Little Dragons Café,小龙咖啡馆,20180920,,1029,131072,/,,
0100059012BAE000,Crown Trick,不思议的皇冠,20201016,中文,,262144,/,,
010005A00A4F4000,Air Hockey,桌上冰球,20180228,,0900,0,/,,
010005A00B312000,Megaton Rainfall,异形天降,20180809,中文,0774,65536,/,,
010005A0143CC000,Counter Recon: The First Mission,反侦察：首次任务,20210304,中文,,65536,/,,
010005C00B482000,Night Trap - 25th Anniversary Edition,午夜陷阱：25周年纪念版,20180824,,,131072,/,,
010005C00EE90000,Atelier Shallie: Alchemists of the Dusk Sea DX,夏莉的炼金工房～黄昏海洋的炼金术师～ DX,20200114,,,0,/,,
010005C015524000,邪惡國王與出色勇者,邪恶国王与出色勇者,20210930,中文,2312,0,/,,
010005D00FC06000,puzzlement,解密元素,20191107,中文,,0,/,,
010005E00E2BC000,9 Monkeys of Shaolin,少林九武猴,20201016,中文,,65536,/,,
010005E0164A4000,UBERMOSH:OMEGA,乌伯狂舞：欧米伽,20220331,,,0,/,,
010005E017A8E000,The Future You've Been Dreaming Of,你一直梦想的未来,20220519,中文,,65536,/,,
010005F00E036000,真 流行り神１・２パック,真流行之神1+2合集,20190718,,1426,0,/,,
010005F0107A0000,バウンシー ボブ ２,弹性鲍勃2,20200618,,,0,/,,
010005F016964000,Circa Infinity Ultimate Edition,无限循环,20211213,,,0,/,,
010006001107E000,Bleed Complete Bundle,血流 合集,20200305,,,0,/,,
0100060011108000,Fit Boxing 2 -リズム＆エクササイズ-,有氧拳击2,20201203,,,655360,29,,
0100060013786000,MazM: The Phantom of the Opera,迈哲木：歌剧魅影,20210325,中文,,196608,/,,
010006101585C000,ネクロバリスタ: 最期の一杯,终点咖啡馆,20210812,中文,,131072,/,,
01000610167CC000,Tandem：影の物語,艾玛和泰迪熊：影子历险记,20211125,中文,,65536,/,,
01000610199C0000,Super Puzzle Pack 2,超级益智游戏合集2,20221226,中文,,262144,/,,
010006200949E000,The Charming Empire,帝国万华镜,20180329,,,65536,/,,
0100063005C86000,Phantom Breaker: Battle Grounds Overdrive,幻象破坏者：战斗乐园,20171207,中文,0572,65536,/,,
010006300AFCE000,ACA NEOGEO RAGNAGARD,ACA NEOGEO 神凰拳,20190103,,,0,/,,
010006300AFFE000,Life Goes On,生命还将继续,20180723,中文,0789,0,/,,
010006300B556000,ROBOTICS;NOTES DaSH,机器人笔记：桶子,20190131,,1215,0,/,,
01000640174DA000,An Airport for Aliens Currently Run by Dogs,汪星人运营的外星机场,20220825,,,65536,/,,
01000650134FE000,Splashy Cube,碾碾方块,20201211,中文,,0,/,,
0100065013F20000,Lawnmower Game: Racing,割草机游戏：赛车,20210225,,,0,/,,
0100066004D68000,This Is the Police,这就是警察,20171024,中文,0104,65536,/,,
010006600AE9C000,Red's Kingdom,松鼠王国,20180816,中文,,0,/,,
